Event Name,Type of Event,Event Dates,Number of Days for Event,Event Color,Event Coordinator,Gross Sales,Returns,Discounts & Comps,Net Sales,Tips (Non-Cash),Gift Card Sales,Total Sales,Cash,Card,Other,Venmo,Cash App,Gift Card,Total Collected,Food Tax,Total,Square/BYU Fees,Total
Skyridge Football Game,Football Game,09/18/25,1,Pink,Melanie,"$2,765.00",$0.00,$88.00,"$2,677.00",$73.10,$0.00,"$2,750.10",$413.00,"$2,337.10",$0.00,$0.00,$0.00,$0.00,"$2,750.10",$0.00,"$2,750.10",$83.67,"$2,666.43"
