id,recipeId,ingredientName,quantityUsed,unitType,unitCost,updatedAt,inventoryId
7700,171,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7701,171,Sugar Free Simple Syrup,3,Per Oz,0.13,2026-04-02 23:11:11.337398,
7702,171,Sugar Free Strawberry,0.375,Per Oz,0.29,2026-04-02 23:11:11.337398,
7703,171,Sugar Free Peach,0.25,Per Oz,0.29,2026-04-02 23:11:11.337398,
7704,171,Sugar Free Coconut,0.375,Per Oz,0.29,2026-04-02 23:11:11.337398,
7705,172,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7706,172,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7707,172,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7708,172,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7709,172,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7710,172,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7711,172,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7712,172,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
7713,172,Simple Syrup,1.5,Per Oz,0.03,2026-04-02 23:11:11.337398,
7714,172,Sweetened Condensed Milk,1,Per Oz,0.14,2026-04-02 23:11:11.337398,
7715,172,Coconut,0.5,Per Oz,0.29,2026-04-02 23:11:11.337398,
7716,172,French Vanilla,0.25,Per Oz,0.29,2026-04-02 23:11:11.337398,
7717,173,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7718,173,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7719,173,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7720,173,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7721,173,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7722,173,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7723,173,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7724,173,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7725,173,Simple Syrup,1.5,Per Oz,0.03,2026-04-02 23:11:11.337398,
7726,173,Sweetened Condensed Milk,1,Per Oz,0.14,2026-04-02 23:11:11.337398,
7727,173,Coconut,0.5,Per Oz,0.29,2026-04-02 23:11:11.337398,
7728,173,French Vanilla,0.25,Per Oz,0.29,2026-04-02 23:11:11.337398,
7729,174,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7730,174,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7731,174,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7732,174,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7733,174,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7734,174,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7735,174,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7736,174,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7737,174,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
7738,174,Simple Syrup,1.5,Per Oz,0.03,2026-04-02 23:11:11.337398,
7739,174,Sweetened Condensed Milk,1,Per Oz,0.14,2026-04-02 23:11:11.337398,
7740,174,Coconut,0.5,Per Oz,0.29,2026-04-02 23:11:11.337398,
7741,174,French Vanilla,0.25,Per Oz,0.29,2026-04-02 23:11:11.337398,
7742,175,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7743,175,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7744,175,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7745,175,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7746,175,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7747,175,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7748,175,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7749,175,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7750,175,Simple Syrup,2,Per Oz,0.03,2026-04-02 23:11:11.337398,
7751,175,Coconut,0.75,Per Oz,0.29,2026-04-02 23:11:11.337398,
7752,176,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7753,176,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7754,176,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7755,176,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7756,176,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7757,176,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7758,176,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7759,176,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7760,176,Sugar Free Simple Syrup,4,Per Oz,0.13,2026-04-02 23:11:11.337398,
7761,176,Sugar Free Raspberry,1,Per Oz,0.29,2026-04-02 23:11:11.337398,
7762,177,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7763,177,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7764,177,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7765,177,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7766,177,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7767,177,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7768,177,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7769,177,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
7770,177,Simple Syrup,2,Per Oz,0.03,2026-04-02 23:11:11.337398,
7771,177,Coconut,0.75,Per Oz,0.29,2026-04-02 23:11:11.337398,
7772,178,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7773,178,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7774,178,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7775,178,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7776,178,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7777,178,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7778,178,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7779,178,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
7780,178,Sugar Fee Simple Syrup,4,Per Oz,0.13,2026-04-02 23:11:11.337398,
7781,178,Sugar Free Raspberry,1,Per Oz,0.29,2026-04-02 23:11:11.337398,
7782,179,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7783,179,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7784,179,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7785,179,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7786,179,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7787,179,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7788,179,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7789,179,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7790,179,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
7791,179,Simple Syrup,2,Per Oz,0.03,2026-04-02 23:11:11.337398,
7792,179,Coconut,0.75,Per Oz,0.29,2026-04-02 23:11:11.337398,
7793,180,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7794,180,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7795,180,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7796,180,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7797,180,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7798,180,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7799,180,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7800,180,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7801,180,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
7802,180,Sugar Free Simple Syrup,4,Per Oz,0.13,2026-04-02 23:11:11.337398,
7803,180,Sugar Free Raspberry,1,Per Oz,0.29,2026-04-02 23:11:11.337398,
7804,181,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7805,181,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7806,181,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7807,181,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7808,181,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7809,181,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7810,181,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7811,181,Lime,2,Per Cup,0.22,2026-04-02 23:11:11.337398,
7812,181,Simple Syrup,2,Per Oz,0.03,2026-04-02 23:11:11.337398,
7813,181,Sweetened Condensed Milk,2,Per Oz,0.14,2026-04-02 23:11:11.337398,
7814,181,Coconut,0.25,Per oz,0.29,2026-04-02 23:11:11.337398,
7815,182,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7816,182,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7817,182,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7818,182,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7819,182,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7820,182,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7821,182,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7822,182,Tea Concentrate,2,Per Cup,0.06,2026-04-02 23:11:11.337398,
7823,182,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7824,182,Simple Syrup,2,Per Oz,0.03,2026-04-02 23:11:11.337398,
7825,182,Coconut,0.75,Per Oz,0.29,2026-04-02 23:11:11.337398,
7826,183,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7827,183,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7828,183,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7829,183,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7830,183,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7831,183,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7832,183,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7833,183,Tea Concentrate,2,Per Cup,0.06,2026-04-02 23:11:11.337398,
7834,183,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7835,183,Sugar Free Simple Syrup,4,Per Oz,0.13,2026-04-02 23:11:11.337398,
7836,183,Sugar Free Raspberry,1,Per Oz,0.29,2026-04-02 23:11:11.337398,
7837,184,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7838,184,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7839,184,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7840,184,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7841,184,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7842,184,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7843,184,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7844,184,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7845,184,Simple Syrup,2,Per Oz,0.03,2026-04-02 23:11:11.337398,
7846,184,Strawberry,0.5,Per Oz,0.29,2026-04-02 23:11:11.337398,
7847,184,French Vanilla,0.5,Per Oz,0.29,2026-04-02 23:11:11.337398,
7848,185,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7849,185,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7850,185,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7851,185,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7852,185,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7853,185,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7854,185,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7855,185,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
7856,185,Simple Syrup,1.5,Per Oz,0.03,2026-04-02 23:11:11.337398,
7857,185,Sweetened Condensed Milk,1,Per Oz,0.14,2026-04-02 23:11:11.337398,
7858,185,Cucumber,0.5,Per Oz,0.3,2026-04-02 23:11:11.337398,
7859,185,French Vanilla,0.25,Per Oz,0.29,2026-04-02 23:11:11.337398,
7860,186,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7861,186,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7862,186,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7863,186,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7864,186,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7865,186,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7866,186,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7867,186,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7868,186,Simple Syrup,1.5,Per Oz,0.03,2026-04-02 23:11:11.337398,
7869,186,Sweetened Condensed Milk,1,Per Oz,0.14,2026-04-02 23:11:11.337398,
7870,186,Cucumber,0.5,Per Oz,0.3,2026-04-02 23:11:11.337398,
9004,22,Sticker (Logo),1,Per Cup,0.05,2026-04-03 13:42:21.669548,
9376,55,Lime,1,Per Cup,0.22,2026-04-03 13:42:21.669548,
7871,186,French Vanilla,0.25,Per Oz,0.29,2026-04-02 23:11:11.337398,
7872,187,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7873,187,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7874,187,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7875,187,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7876,187,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7877,187,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7878,187,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7879,187,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7880,187,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
7881,187,Simple Syrup,1.5,Per Oz,0.03,2026-04-02 23:11:11.337398,
7882,187,Sweetened Condensed Milk,1,Per Oz,0.14,2026-04-02 23:11:11.337398,
7883,187,Cucumber,0.5,Per Oz,0.3,2026-04-02 23:11:11.337398,
7884,187,French Vanilla,0.25,Per Oz,0.29,2026-04-02 23:11:11.337398,
7885,188,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7886,188,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7887,188,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7888,188,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7889,188,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7890,188,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7891,188,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7892,188,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7893,188,Simple Syrup,2,Per Oz,0.03,2026-04-02 23:11:11.337398,
7894,188,Cucumber,0.75,Per Oz,0.3,2026-04-02 23:11:11.337398,
7895,189,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7896,189,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7897,189,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7898,189,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7899,189,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7900,189,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7901,189,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7902,189,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7903,189,Sugar Free Simple Syrup,4,Per Oz,0.13,2026-04-02 23:11:11.337398,
7904,189,Sugar Free Strawberry,1,Per Oz,0.29,2026-04-02 23:11:11.337398,
7905,190,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7906,190,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7907,190,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7908,190,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7909,190,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7910,190,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7911,190,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7912,190,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
7913,190,Simple Syrup,2,Per Oz,0.03,2026-04-02 23:11:11.337398,
7914,190,Cucumber,0.75,Per Oz,0.3,2026-04-02 23:11:11.337398,
7915,191,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7916,191,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7917,191,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7918,191,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7919,191,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7920,191,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7921,191,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7922,191,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
7923,191,Sugar Fee Simple Syrup,4,Per Oz,0.13,2026-04-02 23:11:11.337398,
7924,191,Sugar Free Strawberry,1,Per Oz,0.29,2026-04-02 23:11:11.337398,
7925,192,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7926,192,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7927,192,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7928,192,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7929,192,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7930,192,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7931,192,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7932,192,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7933,192,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
7934,192,Simple Syrup,2,Per Oz,0.03,2026-04-02 23:11:11.337398,
7935,192,Cucumber,0.75,Per Oz,0.3,2026-04-02 23:11:11.337398,
7936,193,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7937,193,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7938,193,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7939,193,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7940,193,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7941,193,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7942,193,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7943,193,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7944,193,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
7945,193,Sugar Free Simple Syrup,4,Per Oz,0.13,2026-04-02 23:11:11.337398,
7946,193,Sugar Free Strawberry,1,Per Oz,0.29,2026-04-02 23:11:11.337398,
7947,194,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7948,194,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7949,194,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7950,194,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7951,194,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7952,194,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7953,194,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7954,194,Lime,2,Per Cup,0.22,2026-04-02 23:11:11.337398,
7955,194,Simple Syrup,2,Per Oz,0.03,2026-04-02 23:11:11.337398,
7956,194,Sweetened Condensed Milk,2,Per Oz,0.14,2026-04-02 23:11:11.337398,
7957,194,Cucumber,0.25,Per oz,0.3,2026-04-02 23:11:11.337398,
7958,195,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7959,195,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7960,195,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7961,195,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7962,195,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7963,195,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7964,195,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7965,195,Tea Concentrate,2,Per Cup,0.06,2026-04-02 23:11:11.337398,
7966,195,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7967,195,Simple Syrup,2,Per Oz,0.03,2026-04-02 23:11:11.337398,
7968,195,Cucumber,0.75,Per Oz,0.3,2026-04-02 23:11:11.337398,
7969,196,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7970,196,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7971,196,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7972,196,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7973,196,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7974,196,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7975,196,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7976,196,Tea Concentrate,2,Per Cup,0.06,2026-04-02 23:11:11.337398,
7977,196,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7978,196,Sugar Free Simple Syrup,4,Per Oz,0.13,2026-04-02 23:11:11.337398,
7979,196,Sugar Free Strawberry,1,Per Oz,0.29,2026-04-02 23:11:11.337398,
7980,197,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7981,197,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7982,197,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7983,197,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7984,197,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7985,197,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7986,197,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7987,197,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
7988,197,Simple Syrup,2,Per Oz,0.03,2026-04-02 23:11:11.337398,
7989,197,French Vanilla,0.5,Per Oz,0.29,2026-04-02 23:11:11.337398,
7990,197,Candied Orange,0.5,Per Oz,0.29,2026-04-02 23:11:11.337398,
7991,198,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7992,198,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
7993,198,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
7994,198,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
7995,198,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
7996,198,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
7997,198,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
7998,198,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
7999,198,Simple Syrup,1.5,Per Oz,0.03,2026-04-02 23:11:11.337398,
8000,198,Sweetened Condensed Milk,1,Per Oz,0.14,2026-04-02 23:11:11.337398,
8001,198,Lavender,0.5,Per Oz,0.29,2026-04-02 23:11:11.337398,
8002,198,French Vanilla,0.25,Per Oz,0.29,2026-04-02 23:11:11.337398,
8003,199,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
8004,199,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
8005,199,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
8006,199,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
8007,199,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
8008,199,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
8009,199,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
8010,199,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
8011,199,Simple Syrup,1.5,Per Oz,0.03,2026-04-02 23:11:11.337398,
8012,199,Sweetened Condensed Milk,1,Per Oz,0.14,2026-04-02 23:11:11.337398,
8013,199,Lavender,0.5,Per Oz,0.29,2026-04-02 23:11:11.337398,
8014,199,French Vanilla,0.25,Per Oz,0.29,2026-04-02 23:11:11.337398,
8015,200,Straw,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
8016,200,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
8017,200,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
8018,200,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
8019,200,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
8020,200,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
8021,200,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
8022,200,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
8023,200,Lime,1,Per Cup,0.22,2026-04-02 23:11:11.337398,
8024,200,Simple Syrup,1.5,Per Oz,0.03,2026-04-02 23:11:11.337398,
8025,200,Sweetened Condensed Milk,1,Per Oz,0.14,2026-04-02 23:11:11.337398,
8026,200,Lavender,0.5,Per Oz,0.29,2026-04-02 23:11:11.337398,
8027,200,French Vanilla,0.25,Per Oz,0.29,2026-04-02 23:11:11.337398,
8028,201,Straw,2,Per Cup,0.01,2026-04-02 23:11:11.337398,
8029,201,Cup & Lid,1,Per Cup,0.21,2026-04-02 23:11:11.337398,
8030,201,Sticker (Logo),1,Per Cup,0.05,2026-04-02 23:11:11.337398,
8031,201,Sticker Printer,1,Per Cup,0.01,2026-04-02 23:11:11.337398,
8032,201,Cup Labor,1,Per Cup,0.06,2026-04-02 23:11:11.337398,
8033,201,Ice,1,per lb,0.19,2026-04-02 23:11:11.337398,
8034,201,Water,2,per cup (8oz),0.03,2026-04-02 23:11:11.337398,
8035,201,Lemon,1,Per Cup,0.28,2026-04-02 23:11:11.337398,
8036,201,Simple Syrup,2,Per Oz,0.03,2026-04-02 23:11:11.337398,
8037,201,Lavender,0.75,Per Oz,0.29,2026-04-02 23:11:11.337398,
