Drink Name,Ingredient Name,Quantity Used,Unit Type,Unit Cost,Cost Per Item
Pineapple N Cream Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Pineapple N Cream Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Pineapple N Cream Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Pineapple N Cream Lemonade,Ice,1,per lb,$0.19,$0.19
Pineapple N Cream Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Pineapple N Cream Lemonade,Lemon,1,Per Cup,$0.28,$0.28
Pineapple N Cream Lemonade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Pineapple N Cream Lemonade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Pineapple N Cream Lemonade,Pineapple,0.5,Per Oz,$0.29,$0.15
Pineapple N Cream Lemonade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Pineapple N Cream Lemonade,,,,Cost Per Drink,$1.26
Raspberry N Cream Lemonade,Straw,1,Per Cup,$0.01,$0.01
Raspberry N Cream Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Raspberry N Cream Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Raspberry N Cream Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Raspberry N Cream Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Raspberry N Cream Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Raspberry N Cream Lemonade,Ice,1,per lb,$0.19,$0.19
Raspberry N Cream Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Raspberry N Cream Lemonade,Lemon,1,Per Cup,$0.28,$0.28
Raspberry N Cream Lemonade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Raspberry N Cream Lemonade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Raspberry N Cream Lemonade,Raspberry,0.5,Per Oz,$0.29,$0.15
Raspberry N Cream Lemonade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Raspberry N Cream Lemonade,,,,Cost Per Drink,$1.26
Strawberry N Cream Lemonade,Straw,1,Per Cup,$0.01,$0.01
Strawberry N Cream Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Strawberry N Cream Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Strawberry N Cream Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Strawberry N Cream Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Strawberry N Cream Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Strawberry N Cream Lemonade,Ice,1,per lb,$0.19,$0.19
Strawberry N Cream Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Strawberry N Cream Lemonade,Lemon,1,Per Cup,$0.28,$0.28
Strawberry N Cream Lemonade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Strawberry N Cream Lemonade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Strawberry N Cream Lemonade,Strawberry,0.5,Per Oz,$0.29,$0.15
Strawberry N Cream Lemonade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Strawberry N Cream Lemonade,,,,Cost Per Drink,$1.26
Watermelon N Cream Lemonade,Straw,1,Per Cup,$0.01,$0.01
Watermelon N Cream Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Watermelon N Cream Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Watermelon N Cream Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Watermelon N Cream Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Watermelon N Cream Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Watermelon N Cream Lemonade,Ice,1,per lb,$0.19,$0.19
Watermelon N Cream Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Watermelon N Cream Lemonade,Lemon,1,Per Cup,$0.28,$0.28
Watermelon N Cream Lemonade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Watermelon N Cream Lemonade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Watermelon N Cream Lemonade,Watermelon,0.5,Per Oz,$0.29,$0.15
Watermelon N Cream Lemonade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Watermelon N Cream Lemonade,,,,Cost Per Drink,$1.26
French Vanilla N Cream Lemonade,Straw,1,Per Cup,$0.01,$0.01
French Vanilla N Cream Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
French Vanilla N Cream Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
French Vanilla N Cream Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
French Vanilla N Cream Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
French Vanilla N Cream Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
French Vanilla N Cream Lemonade,Ice,1,per lb,$0.19,$0.19
French Vanilla N Cream Lemonade,Water,2,per cup (8oz),$0.03,$0.06
French Vanilla N Cream Lemonade,Lemon,1,Per Cup,$0.28,$0.28
French Vanilla N Cream Lemonade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
French Vanilla N Cream Lemonade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
French Vanilla N Cream Lemonade,French Vanilla,0.75,Per Oz,$0.29,$0.22
French Vanilla N Cream Lemonade,,,,Cost Per Drink,$1.26
Cherry N Cream Lemonade,Straw,1,Per Cup,$0.01,$0.01
Cherry N Cream Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Cherry N Cream Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Cherry N Cream Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Cherry N Cream Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Cherry N Cream Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Cherry N Cream Lemonade,Ice,1,per lb,$0.19,$0.19
Cherry N Cream Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Cherry N Cream Lemonade,Lemon,1,Per Cup,$0.28,$0.28
Cherry N Cream Lemonade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Cherry N Cream Lemonade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Cherry N Cream Lemonade,Cherry,0.5,Per Oz,$0.29,$0.15
Cherry N Cream Lemonade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Cherry N Cream Lemonade,,,,Cost Per Drink,$1.26
Lemon Limeade N Cream,Straw,1,Per Cup,$0.01,$0.01
Lemon Limeade N Cream,Cup & Lid,1,Per Cup,$0.21,$0.21
Lemon Limeade N Cream,Sticker (Logo),1,Per Cup,$0.05,$0.05
Lemon Limeade N Cream,Sticker Printer,1,Per Cup,$0.01,$0.01
Lemon Limeade N Cream,Sticker Menu,0,Per Cup,$0.05,$0.00
Lemon Limeade N Cream,Cup Labor,1,Per Cup,$0.06,$0.06
Lemon Limeade N Cream,Ice,1,per lb,$0.19,$0.19
Lemon Limeade N Cream,Water,2,per cup (8oz),$0.03,$0.06
Lemon Limeade N Cream,Lemon,1,Per Cup,$0.28,$0.28
Lemon Limeade N Cream,Lime,1,Per Cup,$0.22,$0.22
Lemon Limeade N Cream,Simple Syrup,2,Per Oz,$0.03,$0.07
Lemon Limeade N Cream,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Lemon Limeade N Cream,French Vanilla,0.25,Per OZ,$0.29,$0.07
Lemon Limeade N Cream,,,,Cost Per Drink,$1.35
Blue Raspberry N Cream Lemon Limeade,Straw,1,Per Cup,$0.01,$0.01
Blue Raspberry N Cream Lemon Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Blue Raspberry N Cream Lemon Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Blue Raspberry N Cream Lemon Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Blue Raspberry N Cream Lemon Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Blue Raspberry N Cream Lemon Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Blue Raspberry N Cream Lemon Limeade,Ice,1,per lb,$0.19,$0.19
Blue Raspberry N Cream Lemon Limeade,Water,2,per cup (8oz),$0.03,$0.06
Blue Raspberry N Cream Lemon Limeade,Lemon,1,Per Cup,$0.28,$0.28
Blue Raspberry N Cream Lemon Limeade,Lime,1,Per Cup,$0.22,$0.22
Blue Raspberry N Cream Lemon Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Blue Raspberry N Cream Lemon Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Blue Raspberry N Cream Lemon Limeade,Blue Raspberry,0.5,Per Oz,$0.14,$0.07
Blue Raspberry N Cream Lemon Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Blue Raspberry N Cream Lemon Limeade,,,,Cost Per Drink,$1.40
Coconut N Cream Lemon Limeade,Straw,1,Per Cup,$0.01,$0.01
Coconut N Cream Lemon Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Coconut N Cream Lemon Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Coconut N Cream Lemon Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Coconut N Cream Lemon Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Coconut N Cream Lemon Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Coconut N Cream Lemon Limeade,Ice,1,per lb,$0.19,$0.19
Coconut N Cream Lemon Limeade,Water,2,per cup (8oz),$0.03,$0.06
Coconut N Cream Lemon Limeade,Lemon,1,Per Cup,$0.28,$0.28
Coconut N Cream Lemon Limeade,Lime,1,Per Cup,$0.22,$0.22
Coconut N Cream Lemon Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Coconut N Cream Lemon Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Coconut N Cream Lemon Limeade,Coconut,0.5,Per Oz,$0.29,$0.15
Coconut N Cream Lemon Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Coconut N Cream Lemon Limeade,,,,Cost Per Drink,$1.48
Cucumber N Cream Lemon Limeade,Straw,1,Per Cup,$0.01,$0.01
Cucumber N Cream Lemon Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Cucumber N Cream Lemon Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Cucumber N Cream Lemon Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Cucumber N Cream Lemon Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Cucumber N Cream Lemon Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Cucumber N Cream Lemon Limeade,Ice,1,per lb,$0.19,$0.19
Cucumber N Cream Lemon Limeade,Water,2,per cup (8oz),$0.03,$0.06
Cucumber N Cream Lemon Limeade,Lemon,1,Per Cup,$0.28,$0.28
Cucumber N Cream Lemon Limeade,Lime,1,Per Cup,$0.22,$0.22
Cucumber N Cream Lemon Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Cucumber N Cream Lemon Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Cucumber N Cream Lemon Limeade,Cucumber,0.5,Per Oz,$0.30,$0.15
Cucumber N Cream Lemon Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Cucumber N Cream Lemon Limeade,,,,Cost Per Drink,$1.48
Lavender N Cream Lemon Limeade,Straw,1,Per Cup,$0.01,$0.01
Lavender N Cream Lemon Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Lavender N Cream Lemon Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Lavender N Cream Lemon Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Lavender N Cream Lemon Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Lavender N Cream Lemon Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Lavender N Cream Lemon Limeade,Ice,1,per lb,$0.19,$0.19
Lavender N Cream Lemon Limeade,Water,2,per cup (8oz),$0.03,$0.06
Lavender N Cream Lemon Limeade,Lemon,1,Per Cup,$0.28,$0.28
Lavender N Cream Lemon Limeade,Lime,1,Per Cup,$0.22,$0.22
Lavender N Cream Lemon Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Lavender N Cream Lemon Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Lavender N Cream Lemon Limeade,Lavender,0.5,Per Oz,$0.29,$0.15
Lavender N Cream Lemon Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Lavender N Cream Lemon Limeade,,,,Cost Per Drink,$1.48
Peach N Cream Lemon Limeade,Straw,1,Per Cup,$0.01,$0.01
Peach N Cream Lemon Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Peach N Cream Lemon Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Peach N Cream Lemon Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Peach N Cream Lemon Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Peach N Cream Lemon Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Peach N Cream Lemon Limeade,Ice,1,per lb,$0.19,$0.19
Peach N Cream Lemon Limeade,Water,2,per cup (8oz),$0.03,$0.06
Peach N Cream Lemon Limeade,Lemon,1,Per Cup,$0.28,$0.28
Peach N Cream Lemon Limeade,Lime,1,Per Cup,$0.22,$0.22
Peach N Cream Lemon Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Peach N Cream Lemon Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Peach N Cream Lemon Limeade,Peach,0.5,Per Oz,$0.29,$0.15
Peach N Cream Lemon Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Peach N Cream Lemon Limeade,,,,Cost Per Drink,$1.48
Pineapple N Cream Lemon Limeade,Straw,1,Per Cup,$0.01,$0.01
Pineapple N Cream Lemon Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Pineapple N Cream Lemon Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Pineapple N Cream Lemon Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Pineapple N Cream Lemon Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Pineapple N Cream Lemon Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Pineapple N Cream Lemon Limeade,Ice,1,per lb,$0.19,$0.19
Pineapple N Cream Lemon Limeade,Water,2,per cup (8oz),$0.03,$0.06
Pineapple N Cream Lemon Limeade,Lemon,1,Per Cup,$0.28,$0.28
Pineapple N Cream Lemon Limeade,Lime,1,Per Cup,$0.22,$0.22
Pineapple N Cream Lemon Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Pineapple N Cream Lemon Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Pineapple N Cream Lemon Limeade,Pineapple,0.5,Per Oz,$0.29,$0.15
Pineapple N Cream Lemon Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Pineapple N Cream Lemon Limeade,,,,Cost Per Drink,$1.48
Raspberry N Cream Lemon Limeade,Straw,1,Per Cup,$0.01,$0.01
Raspberry N Cream Lemon Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Raspberry N Cream Lemon Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Raspberry N Cream Lemon Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Raspberry N Cream Lemon Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Raspberry N Cream Lemon Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Raspberry N Cream Lemon Limeade,Ice,1,per lb,$0.19,$0.19
Raspberry N Cream Lemon Limeade,Water,2,per cup (8oz),$0.03,$0.06
Raspberry N Cream Lemon Limeade,Lemon,1,Per Cup,$0.28,$0.28
Raspberry N Cream Lemon Limeade,Lime,1,Per Cup,$0.22,$0.22
Raspberry N Cream Lemon Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Raspberry N Cream Lemon Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Raspberry N Cream Lemon Limeade,Raspberry,0.5,Per Oz,$0.29,$0.15
Raspberry N Cream Lemon Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Raspberry N Cream Lemon Limeade,,,,Cost Per Drink,$1.48
Strawberry N Cream Lemon Limeade,Straw,1,Per Cup,$0.01,$0.01
Strawberry N Cream Lemon Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Strawberry N Cream Lemon Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Strawberry N Cream Lemon Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Strawberry N Cream Lemon Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Strawberry N Cream Lemon Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Strawberry N Cream Lemon Limeade,Ice,1,per lb,$0.19,$0.19
Strawberry N Cream Lemon Limeade,Water,2,per cup (8oz),$0.03,$0.06
Strawberry N Cream Lemon Limeade,Lemon,1,Per Cup,$0.28,$0.28
Strawberry N Cream Lemon Limeade,Lime,1,Per Cup,$0.22,$0.22
Strawberry N Cream Lemon Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Strawberry N Cream Lemon Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Strawberry N Cream Lemon Limeade,Strawberry,0.5,Per Oz,$0.29,$0.15
Strawberry N Cream Lemon Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Strawberry N Cream Lemon Limeade,,,,Cost Per Drink,$1.48
Watermelon N Cream Lemon Limeade,Straw,1,Per Cup,$0.01,$0.01
Watermelon N Cream Lemon Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Watermelon N Cream Lemon Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Watermelon N Cream Lemon Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Watermelon N Cream Lemon Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Watermelon N Cream Lemon Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Watermelon N Cream Lemon Limeade,Ice,1,per lb,$0.19,$0.19
Watermelon N Cream Lemon Limeade,Water,2,per cup (8oz),$0.03,$0.06
Watermelon N Cream Lemon Limeade,Lemon,1,Per Cup,$0.28,$0.28
Watermelon N Cream Lemon Limeade,Lime,1,Per Cup,$0.22,$0.22
Watermelon N Cream Lemon Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Watermelon N Cream Lemon Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Watermelon N Cream Lemon Limeade,Watermelon,0.5,Per Oz,$0.29,$0.15
Watermelon N Cream Lemon Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Watermelon N Cream Lemon Limeade,,,,Cost Per Drink,$1.48
French Vanilla N Cream Lemon Limeade,Straw,1,Per Cup,$0.01,$0.01
French Vanilla N Cream Lemon Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
French Vanilla N Cream Lemon Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
French Vanilla N Cream Lemon Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
French Vanilla N Cream Lemon Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
French Vanilla N Cream Lemon Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
French Vanilla N Cream Lemon Limeade,Ice,1,per lb,$0.19,$0.19
French Vanilla N Cream Lemon Limeade,Water,2,per cup (8oz),$0.03,$0.06
French Vanilla N Cream Lemon Limeade,Lemon,1,Per Cup,$0.28,$0.28
French Vanilla N Cream Lemon Limeade,Lime,1,Per Cup,$0.22,$0.22
French Vanilla N Cream Lemon Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
French Vanilla N Cream Lemon Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
French Vanilla N Cream Lemon Limeade,French Vanilla,0.75,Per Oz,$0.29,$0.22
French Vanilla N Cream Lemon Limeade,,,,Cost Per Drink,$1.48
Cherry N Cream Lemon Limeade,Straw,1,Per Cup,$0.01,$0.01
Cherry N Cream Lemon Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Cherry N Cream Lemon Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Cherry N Cream Lemon Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Cherry N Cream Lemon Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Cherry N Cream Lemon Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Cherry N Cream Lemon Limeade,Ice,1,per lb,$0.19,$0.19
Cherry N Cream Lemon Limeade,Water,2,per cup (8oz),$0.03,$0.06
Cherry N Cream Lemon Limeade,Lemon,1,Per Cup,$0.28,$0.28
Cherry N Cream Lemon Limeade,Lime,1,Per Cup,$0.22,$0.22
Cherry N Cream Lemon Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Cherry N Cream Lemon Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Cherry N Cream Lemon Limeade,Cherry,0.5,Per Oz,$0.29,$0.15
Cherry N Cream Lemon Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Cherry N Cream Lemon Limeade,,,,Cost Per Drink,$1.48
